"Date","GM_Volume","GM_Price","Ford_Volume","Ford_Price"
"1-Feb-94",2964700,30.01,5620800,7.71
"2-Feb-94",2222000,30.25,4776900,7.83
"3-Feb-94",4224100,30.99,11178800,8.01
"4-Feb-94",4800900,30.32,11328000,7.85
"7-Feb-94",4061900,30.99,8296300,7.96
"8-Feb-94",4028600,31.85,5411100,8.03
"9-Feb-94",3181400,31.61,10805700,7.91
"10-Feb-94",7768800,30.75,17735500,7.62
"11-Feb-94",3483000,30.17,8234100,7.57
"14-Feb-94",2810500,30.47,4891200,7.59
"15-Feb-94",2700900,30.41,5755800,7.65
"16-Feb-94",2293400,30.1,4311200,7.51
"17-Feb-94",2849200,29.61,7187000,7.46
"18-Feb-94",2649800,29.49,5594900,7.45
"22-Feb-94",1691400,29.49,4729000,7.45
"23-Feb-94",2394100,29.55,6990900,7.42
"24-Feb-94",2606300,29.12,9036800,7.22
"25-Feb-94",2353600,28.75,9717400,7.1
"28-Feb-94",2183900,28.75,6423500,7.18
"1-Mar-94",2093900,28.69,6478700,7.19
"2-Mar-94",4925600,29.86,11296200,7.38
"3-Mar-94",3058600,29.86,5790400,7.35
"4-Mar-94",3010600,30.6,7067100,7.52
"7-Mar-94",1595300,30.35,5115300,7.44
"8-Mar-94",2277000,30.6,4320700,7.36
"9-Mar-94",1790200,30.91,3294900,7.55
"10-Mar-94",1482000,30.72,3735100,7.51
"11-Mar-94",1584500,31.03,3004800,7.57
"14-Mar-94",1160800,30.97,2572700,7.44
"15-Mar-94",1414100,30.35,5196100,7.29
"16-Mar-94",1790800,30.47,6668200,7.35
"17-Mar-94",1380500,29.8,6501100,7.21
"18-Mar-94",4322000,29.55,10433800,7.1
"21-Mar-94",1792800,29.43,7018200,7.06
"22-Mar-94",1580900,29.43,3081300,7.12
"23-Mar-94",1825300,29.86,6037500,7.32
"24-Mar-94",3436700,28.81,13100500,7.09
"25-Mar-94",2342000,28.07,6595500,6.96
"28-Mar-94",2756400,28.32,7308000,6.95
"29-Mar-94",2194700,27.64,5795300,6.84
"30-Mar-94",4347000,26.77,8264100,6.73
"31-Mar-94",5450200,26.59,8914100,6.79
"4-Apr-94",4034800,27.14,10804000,6.79
"5-Apr-94",4164800,28.25,7012900,7.03
"6-Apr-94",4652500,28.99,5276800,7.03
"7-Apr-94",4211300,29.67,5045700,7
"8-Apr-94",3091700,28.5,6328400,6.74
"11-Apr-94",1660200,28.62,5009700,6.7
"12-Apr-94",1378000,28.32,4045200,6.64
"13-Apr-94",2380500,28.13,6878000,6.6
"14-Apr-94",2199700,28.62,9773000,6.76
"15-Apr-94",2000800,28.87,8787800,6.73
"18-Apr-94",2160500,28.07,4917400,6.69
"19-Apr-94",4105500,27.27,8756400,6.51
"20-Apr-94",4746900,26.96,14951600,6.28
"21-Apr-94",4077800,27.33,14529300,6.43
"22-Apr-94",1814400,27.45,8635800,6.43
"25-Apr-94",2260000,28.25,7281800,6.69
"26-Apr-94",2002700,28.01,5385900,6.74
"28-Apr-94",4915600,28.01,5932300,6.69
"29-Apr-94",2235500,28.01,11385000,6.8
"2-May-94",2264400,28.25,7848100,7.09
"3-May-94",1917700,28.32,5315600,7.1
"4-May-94",2300900,28.01,6561900,6.98
"5-May-94",1759500,27.45,6071500,6.87
"6-May-94",2416400,27.12,11043800,6.75
"9-May-94",1968900,26.69,4896400,6.74
"10-May-94",1658000,27.49,3683700,6.9
"11-May-94",3480800,26.87,5639700,6.74
"12-May-94",2166300,26.99,5069500,6.72
"13-May-94",1909800,26.5,5194700,6.75
"16-May-94",1772000,26.25,3323200,6.72
"17-May-94",3140300,26.93,3395600,6.91
"18-May-94",2514200,26.81,8587200,6.85
"19-May-94",2142500,27.36,6349700,6.88
"20-May-94",2462200,27.43,9581400,6.96
"23-May-94",1307300,26.99,2810400,6.9
"24-May-94",2049800,27.12,4183300,6.81
"25-May-94",1389400,27.18,3392800,6.81
"26-May-94",1675000,26.87,4699300,6.72
"27-May-94",1395500,26.87,4216500,6.75
"31-May-94",1762700,26.62,5071200,6.72
"1-Jun-94",1853400,26.69,3850100,6.81
"2-Jun-94",1601400,26.5,3948000,6.66
"3-Jun-94",4221600,25.75,7108700,6.62
"6-Jun-94",2269200,25.26,4051100,6.51
"7-Jun-94",2364100,24.95,4482500,6.52
"8-Jun-94",1942800,25.01,5384500,6.48
"9-Jun-94",1861600,25.14,3576400,6.55
"10-Jun-94",2015000,25.45,4068600,6.65
"13-Jun-94",2153600,25.82,4831400,6.85
"14-Jun-94",2935200,26.56,14977200,7.12
"15-Jun-94",3425800,26.75,7863500,7.06
"16-Jun-94",2713400,26.69,5877800,7.06
"17-Jun-94",5374800,26.69,8393800,6.97
"20-Jun-94",1814100,26.37,3994100,6.87
"21-Jun-94",3049200,25.75,9024200,6.78
"22-Jun-94",1365200,25.94,4324200,6.78
"23-Jun-94",1552300,25.14,5118800,6.68
"24-Jun-94",2240500,25.08,5596700,6.72
"27-Jun-94",2064800,25.88,6379500,6.96
"28-Jun-94",2923300,25.26,10900100,6.88
"29-Jun-94",2542500,24.95,4908700,6.91
"30-Jun-94",2724200,24.89,5669400,6.87
"1-Jul-94",1105200,25.08,3438300,6.87
"5-Jul-94",1555200,24.64,3509600,6.74
"6-Jul-94",2210500,24.52,4482200,6.72
"7-Jul-94",2613400,25.63,6361600,6.95
"8-Jul-94",1744500,25.45,7541500,7.13
"11-Jul-94",1262200,25.26,3842400,7.07
"12-Jul-94",2489100,25.7,5519400,7.28
"13-Jul-94",2674200,25.82,9225900,7.51
"14-Jul-94",2304500,25.88,9340700,7.36
"15-Jul-94",1730900,25.7,4240200,7.36
"18-Jul-94",831600,25.63,2686500,7.42
"19-Jul-94",793700,25.38,3144800,7.3
"20-Jul-94",1240300,25.32,4241500,7.42
"21-Jul-94",1204500,25.01,4248500,7.22
"22-Jul-94",1093000,24.89,2070800,7.25
"25-Jul-94",1350200,24.7,2250300,7.3
"26-Jul-94",1616700,25.08,4176100,7.36
"27-Jul-94",2398400,24.7,7545000,7.12
"28-Jul-94",2250500,24.89,7011500,7.27
"29-Jul-94",2895200,25.45,5441300,7.47
"1-Aug-94",3133300,26.19,5192000,7.47
"2-Aug-94",2870500,26.25,3364900,7.39
"3-Aug-94",1650900,26.19,2895500,7.39
"4-Aug-94",4122200,25.14,11755900,6.92
"5-Aug-94",3560800,24.89,4700500,6.98
"8-Aug-94",1728900,24.95,3687200,7.06
"9-Aug-94",1610000,24.89,4190400,7.06
"10-Aug-94",995300,24.83,2245800,7.09
"11-Aug-94",1798800,24.76,4368700,6.98
"12-Aug-94",1084700,24.93,2035300,6.95
"15-Aug-94",1544200,24.8,3207500,6.95
"16-Aug-94",3177800,25.36,5163200,7.15
"17-Aug-94",3258100,25.36,5528700,7.18
"18-Aug-94",2016700,24.8,4369100,6.92
"19-Aug-94",3586300,24.43,5422400,6.98
"22-Aug-94",2113100,24.06,2797600,6.92
"23-Aug-94",2060300,24.18,3865300,6.95
"24-Aug-94",2509400,25.3,4988400,7.18
"25-Aug-94",2867200,25.05,3489000,7
"26-Aug-94",3566400,25.73,6056900,7.15
"29-Aug-94",1660500,25.55,3437900,7.15
"30-Aug-94",1462700,25.86,4501600,7.18
"31-Aug-94",2938100,24.99,12558300,6.86
"1-Sep-94",1630600,25.05,7712000,7.03
"2-Sep-94",1076700,24.93,3547000,6.95
"6-Sep-94",2283000,25.98,3121900,7.03
"7-Sep-94",2414400,25.8,4302700,6.95
"8-Sep-94",1892700,25.55,3311000,6.92
"9-Sep-94",2775500,25.05,4316300,6.86
"12-Sep-94",812200,24.99,3142300,6.8
"13-Sep-94",1990500,24.8,8222900,6.74
"14-Sep-94",2840500,24.99,6484200,6.83
"15-Sep-94",1935900,25.67,4887900,6.77
"16-Sep-94",4106600,25.11,8879100,6.71
"19-Sep-94",2165300,24.99,6584100,6.57
"20-Sep-94",2394200,24.74,7206800,6.51
"21-Sep-94",3056400,24.18,8882100,6.45
"22-Sep-94",2425000,23.99,9122600,6.33
"23-Sep-94",5560300,23.19,10191000,6.24
"26-Sep-94",3485200,23.25,7599600,6.24
"27-Sep-94",3851900,23.62,6186500,6.54
"28-Sep-94",1969200,23.69,5104100,6.57
"29-Sep-94",1553900,23.25,3672300,6.45
"30-Sep-94",3224800,23.31,3839100,6.51
"3-Oct-94",2228800,23,4454400,6.45
"4-Oct-94",3112800,22.44,6457400,6.36
"5-Oct-94",4258300,22.69,5834100,6.48
"6-Oct-94",3841300,21.88,2964400,6.39
"7-Oct-94",2893600,21.82,3153000,6.39
"10-Oct-94",2705200,22.63,4892100,6.62
"11-Oct-94",3325000,23.44,7974200,6.89
"12-Oct-94",1855000,23.56,5607200,6.8
"13-Oct-94",2760800,23.5,10837700,6.77
"14-Oct-94",1016900,23.56,4179100,6.89
"17-Oct-94",1911300,23.19,4936300,6.83
"18-Oct-94",1492500,23.12,3232000,6.8
"19-Oct-94",1742000,23.31,3345300,6.89
"20-Oct-94",16771400,21.45,5215500,6.74
"21-Oct-94",18538400,20.51,6330300,6.77
"24-Oct-94",5627800,20.39,3637900,6.71
"25-Oct-94",5503000,20.58,8743100,6.86
"26-Oct-94",3306900,20.26,11220700,6.92
"27-Oct-94",4045500,19.96,8016300,6.86
"28-Oct-94",6313600,20.08,5042900,7.01
"31-Oct-94",5335000,19.64,6296200,6.98
"1-Nov-94",7240800,19.27,5734300,6.86
"2-Nov-94",6425200,19.02,4907100,6.89
"3-Nov-94",4125600,19.46,2810900,7.01
"4-Nov-94",4254100,19.52,3636300,6.83
"7-Nov-94",3622000,19.21,3657300,6.89
"8-Nov-94",3931100,19.39,3365900,6.8
"9-Nov-94",3545800,19.33,5579700,6.71
"10-Nov-94",2200600,19.43,3669200,6.77
"11-Nov-94",1439400,19.43,1483300,6.74
"14-Nov-94",2294400,19.37,3857300,6.86
"15-Nov-94",3263400,19.49,6275600,6.8
"16-Nov-94",3433400,19.81,3420400,6.8
"17-Nov-94",4653800,19.24,3853600,6.71
"18-Nov-94",7111600,18.87,4551000,6.59
"21-Nov-94",3544800,18.62,2209200,6.59
"22-Nov-94",3564100,18.31,5182600,6.36
"23-Nov-94",5219200,18.87,6774500,6.45
"25-Nov-94",1277000,19.06,1213900,6.51
"28-Nov-94",2443800,19.18,2625300,6.36
