"Date","GM_Volume","GM_Price","Ford_Volume","Ford_Price"
"8-Nov-91",1506100,15.79,4298600,2.79
"11-Nov-91",1951400,15.16,5343600,2.69
"12-Nov-91",2123000,15.27,10226400,2.75
"13-Nov-91",2100200,16.02,11160900,2.73
"14-Nov-91",1052300,15.68,10425000,2.75
"15-Nov-91",2783100,14.63,8845500,2.69
"18-Nov-91",2336700,14.86,6500100,2.71
"19-Nov-91",1883800,14.69,6339900,2.69
"20-Nov-91",2072700,14.22,7417800,2.61
"21-Nov-91",3268300,14.45,8723200,2.67
"22-Nov-91",1417200,14.34,3754300,2.63
"25-Nov-91",1230900,14.11,5312800,2.59
"26-Nov-91",1843000,14.57,9942200,2.58
"27-Nov-91",751900,14.34,3634700,2.57
"29-Nov-91",503300,14.28,2100300,2.57
"2-Dec-91",2009100,14.4,4903800,2.61
"3-Dec-91",1114800,13.99,3973200,2.63
"4-Dec-91",1858800,13.87,5990700,2.57
"5-Dec-91",1405500,13.53,2590800,2.54
"6-Dec-91",1958000,13.47,5489400,2.57
"9-Dec-91",2543800,12.83,3826700,2.54
"10-Dec-91",2136900,13.24,4266500,2.58
"11-Dec-91",1704400,12.95,3509600,2.58
"12-Dec-91",1947300,13.06,4743000,2.67
"13-Dec-91",1745300,13.24,4840200,2.71
"16-Dec-91",1521300,13.24,3662000,2.63
"17-Dec-91",2111900,12.95,2980600,2.65
"18-Dec-91",2390800,12.89,5366000,2.66
"19-Dec-91",2360800,12.48,2832800,2.61
"20-Dec-91",4221600,12.77,7685600,2.7
"23-Dec-91",3137800,13.53,5323300,2.98
"24-Dec-91",2035800,13.7,5120200,3.01
"26-Dec-91",1036400,13.29,2842500,3.03
"27-Dec-91",1582300,12.89,2411500,2.97
"30-Dec-91",2413900,13.24,5513500,3.02
"31-Dec-91",2373800,13.41,5250900,3.01
"2-Jan-92",2182500,14.4,6634700,3.11
"3-Jan-92",4048600,15.1,8680500,3.25
"6-Jan-92",4552700,15.56,11466100,3.3
"7-Jan-92",1887500,15.33,5837600,3.26
"8-Jan-92",2062200,14.92,5406200,3.25
"9-Jan-92",1903900,14.92,4442300,3.26
"10-Jan-92",1855200,14.75,4842300,3.21
"13-Jan-92",1761700,14.4,5492200,3.3
"14-Jan-92",2006400,14.86,9835900,3.37
"15-Jan-92",1682500,14.92,5986200,3.42
"16-Jan-92",4201400,15.97,8244200,3.53
"17-Jan-92",3252700,15.74,6128400,3.53
"20-Jan-92",940500,15.74,2829300,3.5
"21-Jan-92",3034400,15.21,4834200,3.42
"22-Jan-92",1814100,15.33,4456700,3.39
"23-Jan-92",1099800,15.16,3244600,3.38
"24-Jan-92",1173700,15.21,7292600,3.45
"27-Jan-92",2133300,15.85,6006800,3.55
"28-Jan-92",1580900,15.97,5980200,3.56
"29-Jan-92",1926300,15.21,4932500,3.38
"30-Jan-92",1080000,15.21,6069000,3.3
"31-Jan-92",944400,15.04,2697800,3.3
"3-Feb-92",1102500,15.79,3816200,3.55
"4-Feb-92",3150500,16.26,10457500,3.61
"5-Feb-92",2063800,16.2,5012900,3.63
"6-Feb-92",1431600,16.55,4036100,3.68
"7-Feb-92",1482000,15.97,4224900,3.6
"10-Feb-92",930900,16.39,2697800,3.68
"11-Feb-92",1451100,16.62,5662100,3.73
"12-Feb-92",1930900,16.86,3752200,3.75
"13-Feb-92",2048100,17.21,8945500,3.82
"14-Feb-92",4561600,17.91,18728700,4.02
"18-Feb-92",2618600,17.68,7920500,3.99
"19-Feb-92",2143100,18.03,11558400,4.13
"20-Feb-92",3154800,18.32,11274900,4.18
"21-Feb-92",2037700,18.03,8972800,4.06
"24-Feb-92",1320200,17.73,5820800,3.99
"25-Feb-92",2453400,17.15,6455300,3.86
"26-Feb-92",1278600,17.26,6099100,3.95
"27-Feb-92",1188000,16.97,3225400,3.87
"28-Feb-92",1914400,17.62,4621300,3.98
"2-Mar-92",1132800,17.79,5143600,4.02
"3-Mar-92",1189400,17.68,4353200,4.05
"4-Mar-92",991600,17.56,3292800,4.01
"5-Mar-92",1208400,17.38,3937100,3.94
"6-Mar-92",1000600,17.32,4106700,3.88
"9-Mar-92",864800,17.56,3229600,3.95
"10-Mar-92",1123600,17.56,3596600,3.97
"11-Mar-92",1127500,17.56,3232400,3.95
"12-Mar-92",1470800,17.79,3734000,3.98
"13-Mar-92",1471400,17.44,6238900,3.97
"16-Mar-92",1324500,17.44,7878900,4.1
"17-Mar-92",1041700,17.68,6848600,4.14
"18-Mar-92",1187200,17.97,8050500,4.22
"19-Mar-92",1889200,18.03,17283800,4.34
"20-Mar-92",2765000,18.38,10010000,4.36
"23-Mar-92",898600,18.15,5819400,4.33
"24-Mar-92",840800,17.56,4759400,4.22
"25-Mar-92",1201900,17.68,6954200,4.22
"26-Mar-92",784100,17.85,3133400,4.29
"27-Mar-92",992800,17.26,3792100,4.14
"30-Mar-92",873100,17.32,2555500,4.19
"31-Mar-92",866100,17.21,2900900,4.15
"1-Apr-92",869800,17.44,3205100,4.24
"2-Apr-92",1082000,17.09,6508100,4.28
"3-Apr-92",1113000,17.03,5344300,4.3
"6-Apr-92",945200,17.21,5125100,4.33
"7-Apr-92",3540500,17.79,6287500,4.25
"8-Apr-92",2554700,17.68,5154500,4.21
"9-Apr-92",1946700,17.85,4351800,4.19
"10-Apr-92",1568400,18.15,5148200,4.33
"13-Apr-92",1211600,18.32,3064500,4.37
"14-Apr-92",2691400,18.73,11421000,4.44
"15-Apr-92",2475200,18.73,9570600,4.43
"16-Apr-92",5145300,19.85,8863400,4.53
"20-Apr-92",2301100,20.03,7546400,4.66
"21-Apr-92",2079700,19.96,4375500,4.66
"22-Apr-92",1152300,19.73,4600700,4.63
"23-Apr-92",2522500,19.91,8734400,4.78
"24-Apr-92",3165300,18.62,6157100,4.68
"27-Apr-92",2731400,18.79,5112900,4.74
"28-Apr-92",1334700,18.97,5997700,4.79
"29-Apr-92",2604100,19.91,14149000,5
"30-Apr-92",1362800,19.5,9573700,4.96
"1-May-92",1322500,19.2,6250100,4.84
"4-May-92",1223900,19.09,6022200,4.9
"5-May-92",1305200,19.03,7910300,4.9
"6-May-92",1226200,19.03,6724200,4.97
"7-May-92",1702500,18.67,3623600,4.94
"8-May-92",1274100,18.73,3380600,4.92
"11-May-92",764100,18.5,2833500,4.85
"12-May-92",1037200,18.67,4139900,4.85
"13-May-92",848400,18.73,4143800,4.86
"14-May-92",885900,18.5,4394800,4.73
"15-May-92",1510900,18.44,5134900,4.67
"18-May-92",1161900,18.5,5009400,4.78
"19-May-92",1131900,18.44,5396000,4.86
"20-May-92",16925000,18.32,4624500,4.84
"21-May-92",2845300,18.32,4251400,4.79
"22-May-92",2360600,18.38,3358200,4.82
"26-May-92",2239100,17.85,5203700,4.73
"27-May-92",2191300,18.38,3912000,4.81
"28-May-92",1418600,18.44,3154400,4.84
"29-May-92",4184500,18.73,4036100,4.85
"1-Jun-92",3921400,19.69,8580900,5.07
"2-Jun-92",3053900,19.22,6422800,5.04
"3-Jun-92",2882300,19.81,7563900,5.11
"4-Jun-92",5002700,20.7,11887000,5.26
"5-Jun-92",3205500,20.88,5120500,5.24
"8-Jun-92",2479500,20.82,3328100,5.2
"9-Jun-92",1791700,20.58,4103900,5.14
"10-Jun-92",1900900,20.7,4602100,5.16
"11-Jun-92",1983600,20.4,5239100,5.08
"12-Jun-92",1381100,20.47,4029400,5.14
"15-Jun-92",1171100,20.76,2926500,5.11
"16-Jun-92",2041400,20.88,5541500,5.2
"17-Jun-92",2375200,19.75,7561100,4.97
"18-Jun-92",2412200,20.29,5915500,4.97
"19-Jun-92",3101100,20.82,5313200,5.03
"22-Jun-92",1535500,20.52,3473200,5
"23-Jun-92",1375800,20.64,4542300,5.01
"24-Jun-92",1427700,20.76,3414500,5.05
"25-Jun-92",1313400,20.4,2752400,4.97
"26-Jun-92",1401900,20.23,5022000,4.89
"29-Jun-92",1152300,20.76,3256100,5
"30-Jun-92",2232300,20.88,4027300,5.01
"1-Jul-92",1770500,20.4,3775600,4.96
"2-Jul-92",3284700,19.52,7035700,4.71
"6-Jul-92",2357000,19.34,12562800,4.6
"7-Jul-92",2310500,19.34,8287900,4.66
"8-Jul-92",1636300,19.16,4481500,4.7
"9-Jul-92",1504500,19.57,4494800,4.85
"10-Jul-92",804800,19.46,4230100,4.9
"13-Jul-92",1450800,19.81,5597000,5
"14-Jul-92",1239200,19.99,3757500,5
"15-Jul-92",1017800,19.81,7948800,5.01
"16-Jul-92",1103300,19.64,5381700,4.99
"17-Jul-92",1950300,19.34,5957100,4.88
"20-Jul-92",1910300,19.1,3297700,4.94
"21-Jul-92",1574400,18.92,7405200,4.81
"22-Jul-92",2541900,18.45,7601700,4.67
"23-Jul-92",2231300,18.51,6393400,4.81
"24-Jul-92",1182300,18.62,3824900,4.81
"27-Jul-92",1212200,18.92,3254400,4.85
"28-Jul-92",2176400,19.64,7396800,5.04
"29-Jul-92",2546400,19.75,10214900,4.88
"30-Jul-92",1432000,19.69,4905200,5.02
"31-Jul-92",688400,19.75,3965100,5.04
"3-Aug-92",1085800,19.46,2348200,5.04
"4-Aug-92",1052200,19.1,3629500,4.87
"5-Aug-92",2144400,18.57,7315700,4.77
"6-Aug-92",5923900,17.68,6464800,4.52
"7-Aug-92",5513600,17.56,9891200,4.48
"10-Aug-92",1934100,17.97,4714700,4.52
"11-Aug-92",2235000,18.03,3990600,4.54
"12-Aug-92",1342500,17.62,3939600,4.49
"13-Aug-92",3115800,17.32,4055300,4.52
"14-Aug-92",1917500,17.69,3302300,4.58
"17-Aug-92",1240500,17.87,3028500,4.6
"18-Aug-92",851200,17.87,3295600,4.6
"19-Aug-92",1124500,17.45,2900900,4.58
"20-Aug-92",2180900,17.09,3642800,4.55
"21-Aug-92",2341700,16.97,3545600,4.47
"24-Aug-92",2613600,16.31,7332800,4.27
"25-Aug-92",4386600,16.19,5886500,4.43
"26-Aug-92",3018300,16.37,4276300,4.47
"27-Aug-92",3020600,16.19,5182800,4.45
"28-Aug-92",2423600,16.07,4704900,4.38
"31-Aug-92",1532700,16.61,4308100,4.49
"1-Sep-92",1045600,16.49,2784500,4.44
"2-Sep-92",1933000,16.49,5055500,4.48
"3-Sep-92",2677500,16.67,5386200,4.54
"4-Sep-92",1793400,16.85,3097100,4.52
"8-Sep-92",2215900,16.31,3650500,4.4
"9-Sep-92",3289400,16.31,3695900,4.51
"10-Sep-92",2168400,16.31,6403900,4.56
"11-Sep-92",1538000,16.13,7144000,4.44
"14-Sep-92",3150000,16.73,10597400,4.73
"15-Sep-92",1611400,16.25,4875100,4.62
"16-Sep-92",2522200,15.95,6336100,4.56
"17-Sep-92",1582500,16.02,3423900,4.58
"18-Sep-92",2204400,16.37,5885800,4.65
"21-Sep-92",1118300,16.43,4317200,4.7
"22-Sep-92",3428800,15.83,6567500,4.44
"23-Sep-92",4413100,15.42,6969200,4.47
"24-Sep-92",2856400,15.9,4671300,4.45
"25-Sep-92",2867700,15.35,10503300,4.27
"28-Sep-92",2189200,15.35,7329300,4.23
"29-Sep-92",2465200,15.35,4544800,4.29
"30-Sep-92",1687700,15.42,5011500,4.36
"1-Oct-92",1752800,15.17,5267700,4.22
"2-Oct-92",2217500,14.81,4302500,4.15
"5-Oct-92",3106400,14.93,9397900,4.18
"6-Oct-92",1682700,14.81,6550100,4.14
"7-Oct-92",2147500,14.39,5404400,4
"8-Oct-92",2320500,14.45,5966900,4.15
"9-Oct-92",2708600,13.97,19025900,3.85
"12-Oct-92",1705300,14.75,5410700,3.98
"13-Oct-92",1693400,14.99,5668000,4.09
"14-Oct-92",1606900,14.75,4134000,4.12
"15-Oct-92",1023100,14.63,3657800,4.07
"16-Oct-92",3684400,14.09,341900,4.09
"19-Oct-92",3379700,13.97,5411400,4.07
"20-Oct-92",2552800,14.27,5361100,4.2
"21-Oct-92",2611700,14.87,2904800,4.27
"22-Oct-92",3467200,15.78,7325100,4.33
"23-Oct-92",3286300,16.07,6354600,4.38
"26-Oct-92",3537800,16.37,4784200,4.48
"27-Oct-92",2415800,15.54,4523100,4.44
"28-Oct-92",3264200,15.05,6781100,4.25
"29-Oct-92",2473900,15.05,6745800,4.15
"30-Oct-92",2055300,14.75,4462200,4.07
"2-Nov-92",3172500,15.29,4111600,4.28
"3-Nov-92",5811400,15.47,3452300,4.32
"4-Nov-92",2435000,15.17,3658500,4.36
"5-Nov-92",1958600,15.09,4342000,4.34
"6-Nov-92",2690300,14.78,2509700,4.3
"9-Nov-92",2131900,14.91,2062600,4.34
"10-Nov-92",1621300,14.78,2476900,4.3
"11-Nov-92",1980200,14.54,2298900,4.28
"12-Nov-92",3285000,14.73,3770400,4.34
"13-Nov-92",3787200,15.03,4310900,4.34
"16-Nov-92",2466100,15.03,4595100,4.41
"17-Nov-92",1991300,14.78,4000400,4.41
"18-Nov-92",1811700,14.91,3672500,4.33
"19-Nov-92",1424200,14.66,2917000,4.39
"20-Nov-92",2735600,14.97,4725500,4.48
"23-Nov-92",2526100,14.97,3979100,4.51
"24-Nov-92",2643600,15.03,5562800,4.4
"25-Nov-92",2128000,15.39,4214400,4.57
"27-Nov-92",1581100,15.27,3559900,4.65
"30-Nov-92",2111100,15.57,7212500,4.68
"1-Dec-92",2183100,15.63,6407400,4.75
"2-Dec-92",1841400,15.81,6671400,4.71
"3-Dec-92",1514800,15.81,2401000,4.68
"4-Dec-92",4627200,16.42,4358400,4.78
"7-Dec-92",2410800,16.6,3871400,4.73
"8-Dec-92",3015500,16.78,4005300,4.8
"9-Dec-92",2075500,16.66,4899600,4.78
"10-Dec-92",2014500,16.12,2709000,4.75
"11-Dec-92",1440600,16.17,2513900,4.75
"14-Dec-92",1496700,15.93,2374800,4.71
"15-Dec-92",1484800,15.69,6849300,4.61
"16-Dec-92",2233900,15.88,5932000,4.53
"17-Dec-92",1505200,15.69,8137900,4.43
"18-Dec-92",3823000,16,8210700,4.5
"21-Dec-92",1703000,16,3804300,4.57
"22-Dec-92",1647700,15.69,3900800,4.65
"23-Dec-92",1252200,15.93,2398900,4.64
"24-Dec-92",436700,15.93,1288200,4.72
"28-Dec-92",1226200,16,2459700,4.71
"29-Dec-92",2240900,15.69,3158200,4.72
"30-Dec-92",1443800,15.69,3414100,4.85
"31-Dec-92",1393600,15.57,2393300,4.78
"4-Jan-93",1698300,15.88,4927900,4.9
"5-Jan-93",2504500,16.05,6949300,4.97
"6-Jan-93",3650500,16.42,7096800,4.98
"7-Jan-93",3003100,16.12,11176700,4.98
"8-Jan-93",1602800,16.12,6389200,5.01
"11-Jan-93",1995500,16.54,3218700,5.03
"12-Jan-93",1761700,16.54,2857600,5.01
"13-Jan-93",1329200,16.42,2594000,4.94
"14-Jan-93",1426900,16.42,2911400,4.98
"15-Jan-93",6550000,16.72,9132200,5.12
"18-Jan-93",2528300,17.14,4319300,5.19
"19-Jan-93",5443400,17.69,8588600,5.28
"20-Jan-93",1850900,17.5,3136600,5.19
"21-Jan-93",2884400,18.11,3184500,5.26
"22-Jan-93",4132700,18.35,6619600,5.35
"25-Jan-93",2720800,18.17,4515400,5.39
"26-Jan-93",4009100,18.47,7490100,5.38
"27-Jan-93",2479700,18.35,3765100,5.34
"28-Jan-93",1554100,18.23,5663800,5.24
"29-Jan-93",1623600,18.23,4267200,5.18
"1-Feb-93",1947000,18.41,3243900,5.31
"2-Feb-93",2169700,18.05,4949200,5.29
"3-Feb-93",5368100,18.89,6501100,5.36
"4-Feb-93",7183900,18.23,17128600,5.63
"5-Feb-93",7910300,18.39,8735400,5.57
"8-Feb-93",3600900,18.87,4955900,5.62
"9-Feb-93",2362200,18.63,3275000,5.49
"10-Feb-93",2285000,19.05,4218200,5.59
"11-Feb-93",11296900,19.66,9047200,5.69
"12-Feb-93",3353800,19.72,4537800,5.53
"16-Feb-93",4138000,18.75,7614900,5.34
"17-Feb-93",2621600,19.24,6204700,5.25
"18-Feb-93",2922000,18.69,5023700,5.21
"19-Feb-93",2853900,18.87,5231000,5.24
"22-Feb-93",2075900,18.81,3473200,5.25
"23-Feb-93",2777800,17.9,6822000,5.04
"24-Feb-93",2190300,18.32,5289700,5.15
"25-Feb-93",1808800,18.32,4032600,5.18
"26-Feb-93",1800600,18.08,3435800,5.15
"1-Mar-93",1389500,17.96,3716500,5.21
"2-Mar-93",1115900,18.39,3937500,5.38
"3-Mar-93",2070600,18.69,4722700,5.38
"4-Mar-93",1424700,18.51,4924100,5.38
"5-Mar-93",2788600,18.93,7894600,5.53
"8-Mar-93",1871300,19.29,6271800,5.6
"9-Mar-93",2230600,19.48,5796300,5.59
"10-Mar-93",1465500,19.48,3609200,5.62
"11-Mar-93",2666400,18.81,3870000,5.5
"12-Mar-93",2370300,18.63,5171200,5.42
"15-Mar-93",1239100,18.87,1904600,5.49
"16-Mar-93",796200,18.63,2183200,5.45
"17-Mar-93",1154400,18.81,3152600,5.48
"18-Mar-93",1991400,19.29,15590400,5.8
"19-Mar-93",3724200,19.29,10366600,5.81
"22-Mar-93",1370300,19.29,5247800,5.9
"23-Mar-93",2020500,19.29,6179500,5.95
"24-Mar-93",2862000,18.87,4633200,5.86
"25-Mar-93",2305200,18.69,6134400,5.88
"26-Mar-93",1572000,18.51,3123600,5.88
"29-Mar-93",1032700,18.69,4095500,5.95
"30-Mar-93",1350500,18.51,2667400,5.93
"31-Mar-93",1916300,18.27,6064800,5.84
"1-Apr-93",1310300,18.14,6493800,5.84
"2-Apr-93",2075300,18.08,5989600,5.76
"5-Apr-93",960800,18.32,4765700,5.84
"6-Apr-93",1853400,18.63,8164900,6.07
"7-Apr-93",1932700,19.05,8911300,6.14
"8-Apr-93",1517700,19.17,3579200,6.14
"12-Apr-93",1730300,18.99,5591800,6.22
"13-Apr-93",2111600,19.24,5496700,6.12
"14-Apr-93",3700000,19.72,4079800,6.15
"15-Apr-93",3672500,19.42,5094300,6.14
"16-Apr-93",2500000,19.66,4943300,6.19
"19-Apr-93",1559100,19.24,2919100,6.09
"20-Apr-93",3173400,18.99,6386800,5.98
"21-Apr-93",1473100,18.87,3881200,5.91
"22-Apr-93",2581400,18.75,5104800,5.84
"23-Apr-93",2415300,19.66,5470500,5.94
"26-Apr-93",1677800,19.24,3011100,5.79
"27-Apr-93",2404200,19.6,5047800,5.96
"28-Apr-93",5467800,20.57,10813800,6.17
"29-Apr-93",4027800,19.9,8964700,6.2
"30-Apr-93",2160600,19.84,7207700,6.2
"3-May-93",2239700,20.57,7824000,6.31
"4-May-93",2794200,20.33,6242800,6.35
"5-May-93",2004700,19.96,7410400,6.32
"6-May-93",1454800,19.54,2890800,6.31
"7-May-93",1184700,19.51,3341100,6.27
"10-May-93",1302200,19.82,5192900,6.27
"11-May-93",1243300,20.06,3013500,6.23
"12-May-93",1620200,20.12,3458500,6.3
"13-May-93",1746900,19.64,3778400,6.17
"14-May-93",1963600,19.15,3883300,6.1
"17-May-93",1641600,19.45,2508000,6.21
"18-May-93",1676600,19.15,9282900,6.03
"19-May-93",2649800,19.39,15264500,5.9
"20-May-93",1442000,19.45,6712600,5.86
"21-May-93",2055300,19.27,6270000,5.7
"24-May-93",1000600,19.45,5338700,5.84
"25-May-93",1264200,19.39,3420100,5.83
"26-May-93",2120500,19.58,4012300,5.96
"27-May-93",1294700,19.45,3701900,5.93
"28-May-93",1680200,19.58,3388300,5.89
"1-Jun-93",1615200,19.7,4531800,6
"2-Jun-93",1207200,19.7,5023000,6
"3-Jun-93",2047500,20,10876400,6.27
"4-Jun-93",296200,20.24,7590100,6.24
"7-Jun-93",1855300,20.24,4915700,6.28
"8-Jun-93",1240000,19.76,3234800,6.18
"9-Jun-93",1394500,20,3199800,6.17
"10-Jun-93",1502300,20.06,2329300,6.18
"11-Jun-93",1466300,19.88,3175400,6.08
"14-Jun-93",1195200,19.76,6834300,5.87
"15-Jun-93",1450500,19.64,6924500,5.76
"16-Jun-93",1658300,20.12,10027900,5.65
"17-Jun-93",1303300,20.31,3982600,5.76
"18-Jun-93",3470800,20.37,9207700,5.66
"21-Jun-93",2633800,20.92,6788800,5.79
"22-Jun-93",3830200,21.28,5781300,5.79
"23-Jun-93",3133600,20.98,4121700,5.72
"24-Jun-93",1528000,21.04,3022200,5.74
"25-Jun-93",1340800,21.04,2342600,5.76
"28-Jun-93",2771600,21.65,4982800,5.84
"29-Jun-93",2034400,21.46,2954100,5.83
"30-Jun-93",2174200,21.71,2771900,5.91
"1-Jul-93",1691100,21.46,4317500,5.77
"2-Jul-93",1162000,21.28,7613900,5.63
"6-Jul-93",2092200,21.53,7604400,5.48
"7-Jul-93",2175000,21.77,5455500,5.6
"8-Jul-93",4605900,22.87,8369700,5.8
"9-Jul-93",3303800,23.17,5067800,5.9
"12-Jul-93",2067500,22.87,8018000,5.67
"13-Jul-93",1470200,22.87,6471000,5.73
"14-Jul-93",2065200,23.17,4647900,5.82
"15-Jul-93",1651900,23.29,2934800,5.77
"16-Jul-93",1863100,23.29,4167900,5.82
"19-Jul-93",1221100,23.29,3287900,5.83
"20-Jul-93",2744100,23.85,6781100,6.03
"21-Jul-93",1481400,23.6,4776500,6.06
"22-Jul-93",1373600,23.24,2354500,5.94
"23-Jul-93",1635300,22.81,2814900,5.9
"26-Jul-93",1109500,23.24,2632400,5.97
"27-Jul-93",1562700,22.93,3151200,5.84
"28-Jul-93",2196900,22.93,7415700,5.93
"29-Jul-93",1783600,23.17,5497400,6.06
"30-Jul-93",4061100,23.66,2699600,6.02
"2-Aug-93",2801600,24.21,6982200,6.22
"3-Aug-93",2169400,24.03,4099700,6.23
"4-Aug-93",1814800,24.03,4725800,6.13
"5-Aug-93",1608600,23.72,4577300,6
"6-Aug-93",1591300,23.29,5334100,5.89
"9-Aug-93",1610800,23.78,3385800,5.96
"10-Aug-93",1611900,23.66,2061200,5.99
"11-Aug-93",920800,23.42,2186700,6.02
"12-Aug-93",1933800,23.17,1980800,5.97
"13-Aug-93",1885200,22.41,3021500,5.92
"16-Aug-93",1694800,23.02,3301600,5.95
"17-Aug-93",1084200,22.78,1978700,5.9
"18-Aug-93",3693900,21.74,6831500,5.73
"19-Aug-93",3056700,22.29,7119600,5.8
"20-Aug-93",4211100,21.86,12853000,5.65
"23-Aug-93",1363000,22.11,5126800,5.72
"24-Aug-93",2763900,22.9,5881300,5.9
"25-Aug-93",2771100,22.9,6185100,5.92
"26-Aug-93",2036700,23.33,4408400,5.96
"27-Aug-93",892700,23.09,2589800,5.9
"30-Aug-93",1224700,23.02,3103300,5.84
"31-Aug-93",11202700,22.97,3683000,5.82
"1-Sep-93",1335000,22.84,4123500,5.97
"2-Sep-93",1044500,22.35,2196100,5.87
"3-Sep-93",1773800,22.05,2380700,5.76
"7-Sep-93",1178900,21.92,2713200,5.8
"8-Sep-93",1825300,21.92,4640900,5.87
"9-Sep-93",2553900,22.53,6536100,6.03
"10-Sep-93",1561900,22.9,4635300,6.12
"13-Sep-93",1484200,23.27,5933000,6.27
"14-Sep-93",1338600,22.41,5030700,6.13
"15-Sep-93",2157500,23.15,6001500,6.24
"16-Sep-93",1147800,22.97,3476700,6.22
"17-Sep-93",3352000,22.41,7167100,6.24
"20-Sep-93",1292000,22.48,4604500,6.27
"21-Sep-93",2050300,21.99,6078100,6.2
"22-Sep-93",1502800,22.35,5030000,6.23
"23-Sep-93",2943800,22.6,9344800,6.49
"24-Sep-93",2700300,22.6,9249300,6.49
"27-Sep-93",1953900,22.17,4177000,6.39
"28-Sep-93",2755900,22.05,3958800,6.42
"29-Sep-93",2233600,21.5,3026400,6.3
"30-Sep-93",7845500,20.45,3992000,6.3
"1-Oct-93",4319800,20.82,6360200,6.44
"4-Oct-93",1726300,21.01,3602600,6.47
"5-Oct-93",2031900,21.07,3606400,6.47
"6-Oct-93",2063400,21.07,4091000,6.33
"7-Oct-93",2340300,21.5,5036300,6.37
"8-Oct-93",1393000,21.37,4502400,6.34
"11-Oct-93",1304200,21.5,1650100,6.27
"12-Oct-93",1290500,21.43,2818100,6.26
"13-Oct-93",1253700,21.37,303800,6.3
"14-Oct-93",2744400,21.92,9509100,6.56
"15-Oct-93",2302700,21.99,4833500,6.54
"18-Oct-93",2028400,22.72,7849900,6.69
"19-Oct-93",1334400,22.35,5563100,6.61
"20-Oct-93",896600,22.35,3908800,6.66
"21-Oct-93",1351100,22.17,6145600,6.73
"22-Oct-93",1413600,22.53,4580100,6.76
"25-Oct-93",5577500,21.92,6637500,6.76
"26-Oct-93",3643100,22.23,4817400,6.86
"27-Oct-93",4143000,22.97,17775700,6.93
"28-Oct-93",5490200,24,16123500,7.22
"29-Oct-93",3883900,23.33,8569000,7.11
"1-Nov-93",1680000,23.64,7485900,7.19
"2-Nov-93",2625000,24,6649700,7.32
"3-Nov-93",4650500,24.13,8524600,7.26
"4-Nov-93",2341900,23.7,5096400,7.03
"5-Nov-93",2480300,23.49,7501700,6.99
"8-Nov-93",1732300,23.92,4042400,7.06
"9-Nov-93",2060800,23.92,3940600,6.99
"10-Nov-93",5047000,25.15,4543700,7.09
"11-Nov-93",5471600,24.97,4924100,7
"12-Nov-93",2757700,25.15,4480800,7.11
"15-Nov-93",1860200,25.33,3433400,7.13
"16-Nov-93",4061900,25.95,4084000,7.13
"17-Nov-93",4753600,26.44,4755600,7.11
"18-Nov-93",4603300,26.87,4853400,7.18
"19-Nov-93",3809200,26.69,5317700,7.09
"22-Nov-93",3011400,25.95,9560800,6.85
"23-Nov-93",2331400,25.95,4760800,6.85
"24-Nov-93",1865500,26.44,5388000,7
"26-Nov-93",473800,26.5,1061000,7.03
"29-Nov-93",1937800,26.75,4127000,7.09
"30-Nov-93",2688000,25.95,4010200,6.98
"1-Dec-93",2719100,26.19,5496000,7.19
"2-Dec-93",1578100,26.32,5381000,7.15
"3-Dec-93",3070800,27.06,4765700,7.25
"6-Dec-93",2521900,26.93,4710100,7.22
"7-Dec-93",1871900,26.81,4017600,7.28
"8-Dec-93",2852200,27.18,4248300,7.26
"9-Dec-93",3552700,27.55,7547800,7.29
"10-Dec-93",1563400,27.61,4929700,7.39
"13-Dec-93",1664200,27.61,4793000,7.43
"14-Dec-93",1513100,27,3449500,7.29
"15-Dec-93",2733100,26.87,4565700,7.22
"16-Dec-93",1531300,26.93,3837500,7.18
"17-Dec-93",2403900,26.93,4083300,7.19
"20-Dec-93",1254700,26.69,4092700,7.21
"21-Dec-93",2483100,27,5156200,7.43
"22-Dec-93",2258800,27.37,5883700,7.53
"23-Dec-93",1570000,27.18,3290400,7.45
"27-Dec-93",1441100,27.67,2200700,7.41
"28-Dec-93",1306700,27.92,3004800,7.43
"29-Dec-93",1225500,27.55,2697800,7.43
"30-Dec-93",825000,27.37,3510600,7.43
"31-Dec-93",850200,27,2030400,7.41
"3-Jan-94",2088900,27.24,6672100,7.28
"4-Jan-94",2415200,27.92,6198400,7.33
"5-Jan-94",2441300,27.98,6118600,7.32
"6-Jan-94",2976300,28.1,4724400,7.31
"7-Jan-94",2591900,28.47,3618700,7.42
"10-Jan-94",3807500,29.15,11449400,7.72
"11-Jan-94",3711600,29.27,11130500,7.84
"12-Jan-94",3971700,29.15,9616000,7.75
"13-Jan-94",2104400,29.64,6500100,7.79
"14-Jan-94",2632200,30.13,5342900,7.84
"17-Jan-94",1303400,29.88,2621600,7.85
"18-Jan-94",3217700,30.56,5105900,7.88
"19-Jan-94",2511700,29.95,5731300,7.75
"20-Jan-94",2413600,29.58,5060100,7.71
"21-Jan-94",2750300,29.95,5406500,7.75
"24-Jan-94",1652000,29.58,6134700,7.58
"25-Jan-94",1950200,29.15,6834600,7.52
"26-Jan-94",2294400,28.84,4029400,7.49
"27-Jan-94",2569200,29.46,9589100,7.71
"28-Jan-94",2064800,29.15,5596700,7.54
"31-Jan-94",2781600,30.13,4019300,7.74
